Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,205001,Signify character,Character field of 1 character,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,302043,"Basic synoptic ""period"" data",,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,302044,Evaporation data,,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,101002,Replicate 1 descriptor 2 times,,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,302045,Radiation data (from 1 hour and 24-hour period),,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,302046,Temperature change,,,,Operational
07,Surface report sequences (land),307086,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI),,301090,"Surface station identification; time, horizontal and vertical coordinates",,,,Operational
07,Surface report sequences (land),307086,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI),,302031,Pressure information,,,,Operational
07,Surface report sequences (land),307086,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI),,302035,"Basic synoptic ""instantaneous"" data",,,,Operational
07,Surface report sequences (land),307086,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI),,302036,Clouds with bases below station level,,,,Operational
07,Surface report sequences (land),307086,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI),,008002,Vertical significance (surface observations),Set to missing (cancel),,,Operational
07,Surface report sequences (land),307086,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI),,302037,"State of ground, snow depth, ground minimum temperature",,,,Operational
07,Surface report sequences (land),307086,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI),,302066,Dangerous weather phenomena,,,,Operational
07,Surface report sequences (land),307086,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI),,302043,"Basic synoptic ""period"" data",,,,Operational
07,Surface report sequences (land),307086,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI),,302044,Evaporation data,,,,Operational
07,Surface report sequences (land),307086,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI),,101002,Replicate 1 descriptor 2 times,,,,Operational
07,Surface report sequences (land),307086,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI),,302045,Radiation data (from 1 hour and 24-hour period),,,,Operational
